Series,Nt,Nv,Nh,Lambdal,Lambdah,LambdalMin,LambdalMax,LambdahMin,LambdahMax,Delta,Kappa,Nu,M0,Sigma,T,Mean,StandardDeviation,Kurtosis,KolmogorovSmirnov,Hurst,GPH,ADF,GARCH,Hill,Objective,RunTime
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,4.1,10000.0,1.0,3600000,-5.209704935138157e-7,0.0005312777156571942,246.76961125588565,0.4598853031863866,0.4607053759799581,0.2675658282095266,-73.6413726609321,0.9499999997845886,0.3563300954870401,4688.346287073546,47.69315314292908
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,4.8,10000.0,0.01,3600000,-4.307214047480844e-7,5.258937914459189e-5,460.8202770499194,0.49370307713004036,0.4486403079816105,0.24095657341524163,-59.054830768663564,1.0015071575710768,1.9206141012536009,525.8917652796009,45.995147943496704
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,4.8,10000.0,0.01,3600000,7.146023962837927e-7,0.00016157574032644114,551.7511030003961,0.4723515268993169,0.4881829352558847,0.21194584193408642,-60.69410292823284,0.950000000006155,0.7922994002599607,8589.098249697538,45.99519610404968
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,4.8,10000.0,0.2575,3600000,-2.7033031911512153e-5,0.002293801805197293,170.66119481235103,0.4647731108954925,0.5819031560732294,0.41686803860632843,-67.84828639106993,1.0522840834117648,0.17902609867502642,80623.93661160354,47.091744899749756
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,4.8,10000.0,0.2575,3600000,-2.9343738912303384e-5,0.0069142843886335825,92.66317042236433,0.44541178031027956,0.4898673089225216,0.6567577289658134,-75.19947606298314,0.9438127654603835,0.07589368435995031,509884.4284163588,47.091795921325684
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,4.8,10000.0,0.505,3600000,6.136197016616194e-5,0.0012298891776649763,135.2467738487639,0.45471366109279815,0.7018992998419344,0.5967480904896739,-63.92897382867527,0.9157083176936592,-0.01724155419098184,114609.78260241842,46.74024486541748
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,4.8,10000.0,0.505,3600000,6.188294134542078e-5,0.0042800396570064105,138.85383316438117,0.4440497891834264,0.5794799277684761,0.5645997306326249,-75.04228778664086,0.9082155151449613,0.024040685100377258,261011.07471493277,46.74029803276062
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,4.8,10000.0,0.7525,3600000,-8.544494679999996e-5,0.0026536243518952203,418.8394534691585,0.4819731972806251,0.7720328012994219,0.6710965391014766,-66.448387513616,0.9290884927946559,0.1549624850675424,270858.8201035906,48.19407606124878
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,4.8,10000.0,0.7525,3600000,-8.507176991364926e-5,0.009158382310570529,476.51274596162955,0.454658637256685,0.5699743115523647,0.8247192803191059,-76.87184045014027,1.0412517919479156,0.1752504871122098,1.0928956442926815e6,48.19412302970886
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,4.8,10000.0,1.0,3600000,3.284596467518256e-6,0.00011759345761460296,537.7113251704359,0.46844297308842203,0.5185870857548825,0.15198269670874687,-78.86728909483527,0.9640387204832666,1.3325065809186682,700.9940730766637,43.50664186477661
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,4.8,10000.0,1.0,3600000,2.2873735051194895e-6,0.00023399951589635643,566.0853335331649,0.45192513443917237,0.4867841528363273,0.2931882304964641,-72.9519946981824,1.0886395575995382,0.5674302095404802,7639.8105534702245,43.506688833236694
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,0.01,3600000,-1.2467261888720388e-6,7.709004296823683e-5,815.9935019185834,0.4876288667320162,0.6307532703281505,0.4988950772353003,-84.91844955289906,0.950000000393427,1.8988632833184,561.0671677624782,89.34931206703186
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,0.01,3600000,-8.412945240195793e-7,0.00036326596334696837,718.0043099592518,0.46374031926026443,0.5550050872042194,0.1491234527579222,-71.27679214272132,1.047473405956354,0.6611054352771694,6176.254003921153,89.80033111572266
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,0.2575,3600000,-1.465620623180734e-6,7.2558961708785e-5,1522.9080002575831,0.49879338007671065,0.5826761898632469,0.4354632095018789,-102.83713444426756,0.993730056566933,2.2241908170623894,573.6970537701872,45.38768196105957
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,0.2575,3600000,-2.6177904585076434e-6,0.0002578006484168703,607.215997365841,0.4766555739439527,0.5316903616958896,0.6577495108424263,-63.04844235233855,0.949999999999635,0.8371277309446554,7356.995837410635,45.3877329826355
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,0.505,3600000,-4.456007676632005e-6,0.00021136027100716642,426.5258548318257,0.4855293040236743,0.43774141020069707,0.4125076019016451,-86.93862909280966,1.0039801270284152,0.8034345833185218,1107.886547067313,44.225038051605225
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,0.505,3600000,-5.950989454715881e-6,0.0008557680457373793,412.3424360756962,0.4562688934247608,0.42914581453516865,0.42334783855688185,-81.06915081121049,0.949999999749104,0.4561263346515148,4621.276983205087,44.22508907318115
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,0.7525,3600000,3.3465101554913983e-6,0.00011331881553528063,1353.4458613972517,0.46847926725959227,0.5459932915153451,0.40587622510429533,-78.57270758737636,0.9920765993277891,1.8363961459688953,1002.3635064424349,41.51760816574097
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,0.7525,3600000,3.1538156222153576e-6,0.0003541016122463807,898.4559228890981,0.45555995521919895,0.5178483154658474,0.2883348090797739,-70.97432238954205,1.0816168123695795,0.577060880090477,6219.627935094882,41.517657995224
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,1.0,3600000,-1.355741192378551e-6,0.00018986065592050365,612.2696011679931,0.4765580849269383,0.5982292672530535,0.3195534774918222,-62.16869445747418,0.9499999999963689,1.385877653066898,795.1526304091726,41.63625693321228
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,1.0,3600000,-1.4518122874851311e-6,0.0005358192039840449,454.9839271859947,0.4593130321336343,0.5484359711635572,0.45934370750168363,-67.9293612621484,1.0669182075283277,0.46045320364234693,4925.731610801155,41.63630795478821
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.7,10000.0,0.01,3600000,5.4952267766226015e-6,0.001206029048022916,148.61265674627657,0.4538202676762449,0.5711550621290522,0.4036530281498986,-66.06984185053345,0.9501243299106237,0.08079534240973593,16354.290521570827,42.84513282775879
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.7,10000.0,0.01,3600000,6.042954315759297e-6,0.004794619853543249,103.0638579193842,0.43416019158087193,0.44597463987869196,0.45131412583115377,-77.12741414404535,0.9905352838035801,0.0062704720434611835,209659.31415622943,42.84518384933472
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.7,10000.0,0.2575,3600000,-7.515474981890402e-6,0.0001051536415470614,385.64886931992146,0.48705962946490644,0.7480964742973085,0.8363743545718578,-68.53012565912603,1.0151009532665207,1.830796271652329,1957.035830253245,40.872495889663696
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.7,10000.0,0.2575,3600000,-7.833031825702234e-6,0.00030537526532725315,276.1298243887161,0.45680648678666486,0.6272899822326001,0.6150298407432608,-73.7554062248252,1.1050244859389984,0.6028078645741253,8915.393043662141,40.87254786491394
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.7,10000.0,0.505,3600000,-1.7189610028061689e-6,5.664994463615135e-5,394.2816415859062,0.48940018722279366,0.5063594884736478,0.4334776924713003,-78.80876686957833,0.9499999997676364,1.9689052699923524,510.54721116326266,42.12505793571472
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.7,10000.0,0.505,3600000,-3.1082226675831343e-7,0.00018192727587258044,370.8668884643256,0.46394149989553374,0.5161927903713132,0.7616646163034108,-70.1821509553651,1.0064100988894928,0.6763843256406891,8231.187687222398,42.12510800361633
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.7,10000.0,0.7525,3600000,1.629848265813526e-5,0.0003627796560759275,219.97779022743515,0.4545187210196762,0.6261095910974495,0.42670560860036355,-66.51077045425387,1.0460144050084186,0.6254100915052382,8305.969095202368,39.68356895446777
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.7,10000.0,0.7525,3600000,1.456491894026981e-5,0.0014006871184438073,129.5962833651435,0.4426088740120299,0.42474626435966206,0.5109371356492921,-71.20143570684812,1.1370211077322874,0.3092279263412466,12220.359072951162,39.683621883392334
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.7,10000.0,1.0,3600000,7.696735605486359e-6,0.00014620340560660882,311.7466522499106,0.46374122847780114,0.8326495658518734,0.35798710721095167,-70.22448472841108,1.0700453551680174,1.066474950521202,2720.688989887023,39.90567398071289
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.7,10000.0,1.0,3600000,8.211096623834193e-6,0.0004143784246047822,317.32828006616364,0.44408800011589,0.6184321265739815,0.3431569575979886,-73.95854748931984,1.0647403389969912,0.42538368701461937,7026.801685698604,39.90572190284729
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.4,10000.0,0.01,3600000,-7.151846626021272e-7,0.00017183161388322293,591.8390272369563,0.48849552117488015,0.4947986179526935,0.5598776589747028,-72.97030449869173,0.9492387787569598,1.1428388178320552,628.0864411997337,43.53313207626343
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.4,10000.0,0.01,3600000,-3.4244144172343186e-7,0.000462227145010775,477.31818653824683,0.47165738574284144,0.4867555568681321,0.49803116874765413,-68.1776477109635,1.1586514055091817,0.5659193771680607,5215.294704167117,43.533183097839355
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.4,10000.0,0.2575,3600000,-5.369792762250243e-6,6.997006833265413e-5,450.65724890655684,0.48602343650134006,0.6683572682260547,0.21188963462095994,-70.00983315230278,1.0220409747868684,3.226243188388806,1503.5472381234624,39.97970795631409
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.4,10000.0,0.2575,3600000,-7.325299159060307e-6,0.0001746747973088999,988.6440306992982,0.4572432626682932,0.5815215480001128,0.21512484749082472,-68.23264537297393,1.0024034237767672,0.693842218946132,10578.481711418697,39.97975778579712
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.4,10000.0,0.505,3600000,2.100619130501804e-6,7.697351972111721e-5,1188.7016742592002,0.47039098025984605,0.5452397369477331,0.3369799424900178,-88.66134463946025,1.0495639184095602,1.6641553135459766,561.0123809835466,41.209136962890625
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.4,10000.0,0.505,3600000,4.560284167456847e-7,0.00020192922606368692,544.7478081312269,0.4512817562426255,0.5361969468352327,0.36324976871096665,-77.63042488479911,1.096272210337076,0.6085872404803058,8034.815549023731,41.209184885025024
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.4,10000.0,0.7525,3600000,-8.04791845473298e-7,6.446932694476694e-5,1149.0642704730906,0.4907144364182793,0.5442036543851869,0.25456934146624854,-108.00757004548566,0.9499999997192995,0.8205310787884892,231.3390516693651,40.85274791717529
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.4,10000.0,0.7525,3600000,-1.726642935642539e-6,0.00012159045415649515,563.5639768418506,0.46563963291297084,0.6371597195830363,0.2652214495788526,-89.69693852879745,1.0089596601444097,0.7503011990232472,9254.573093765805,40.852797985076904
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.4,10000.0,1.0,3600000,1.2306026414159907e-5,0.00015930070356906593,632.147000618701,0.4658920296939923,0.7342995233383296,0.2242259571911711,-49.0825372879133,1.015336454345145,0.8928629963406183,4783.588858412904,40.79448080062866
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.4,10000.0,1.0,3600000,1.1675680372111478e-5,0.00044369426231226995,1001.4911679774815,0.4423244796092814,0.5939251717002939,0.4102170870498677,-53.707988853560835,1.069870693316108,0.5725922194643347,8248.403780533692,40.79452991485596
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.1,10000.0,0.01,3600000,1.3479174901102906e-6,0.00010243313454567493,377.72812738305083,0.4884396596358046,0.47337542588343257,0.5457339696071166,-59.66863962560908,0.9500163763715636,1.257461094062497,619.8312151511302,42.89566516876221
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.1,10000.0,0.01,3600000,2.6465242980731826e-6,0.00041935691153018024,449.39938162867094,0.4698717693614571,0.5352370923141517,0.28882115867770647,-72.48802328613766,1.265984600423429,0.5990652993999219,5669.027379819303,42.89571499824524
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.1,10000.0,0.2575,3600000,0.00011705948649349217,0.0022091540820770817,290.9104612066117,0.4628868396718767,0.7922823604898517,0.4729607965612641,-66.60348642065706,1.061530598518963,0.1758214267619101,419618.8845878167,41.66477608680725
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.1,10000.0,0.2575,3600000,0.00011957826233804197,0.007611335069520782,162.5794299805384,0.4526111199491366,0.6152412657322918,0.3586599544404049,-74.10093108400925,0.9524278734239997,0.0779766869542054,993305.5464099355,41.66482496261597
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.1,10000.0,0.505,3600000,-4.8355513698147815e-5,0.0009977406177030103,471.7048874018252,0.4832667737629365,0.7488744213242524,0.7192594515020385,-65.45093396994277,1.0614025600460675,0.5425376557744713,71292.48225637231,40.786043882369995
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.1,10000.0,0.505,3600000,-4.944294751988517e-5,0.0035064121574940243,433.210403344677,0.4495981763462385,0.4637663620060882,0.7809160036540818,-74.7374663168161,1.0063640590624756,0.3402457754268141,162293.31592250775,40.786093950271606
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.1,10000.0,0.7525,3600000,1.191559496460035e-5,0.00019431204802303477,315.601458401513,0.46702387857330685,1.0584221554567668,0.6533255182909774,-77.97607074014724,0.9500000000008323,0.9393304445505166,6320.411764482735,40.82771301269531
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.1,10000.0,0.7525,3600000,1.1152466296223382e-5,0.0006269289919135474,245.29560645858243,0.45306350473850276,0.7480399138436137,0.5845387496729784,-76.61863010960337,1.001840014747235,0.4659755182034265,7403.572968412929,40.827762842178345
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.1,10000.0,1.0,3600000,-1.4766080937612908e-6,7.108564190038811e-5,317.0448247894598,0.48155620704461405,0.5710058170770332,0.29109652086175763,-72.80214419689094,1.000019258034387,1.620221781931158,446.91322252317343,39.00665807723999
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.1,10000.0,1.0,3600000,-2.0507342331416244e-6,0.0002718002671725795,543.808498469204,0.4583494977713275,0.4832664448961752,0.2633641093879837,-79.13001608368833,1.0586990616340242,0.6036591377897044,7257.742381279744,39.006710052490234
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.8,10000.0,0.01,3600000,9.314345094955047e-7,0.00020759800916764153,353.271262961828,0.4681218101404851,0.5444613091897365,0.6813973680357367,-69.17385954753324,0.9499999997674892,1.2313680207546782,873.9870340480081,41.968873023986816
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.8,10000.0,0.01,3600000,1.243376944684145e-6,0.0008225337128977017,409.28762592767424,0.455921212578012,0.4615702324487119,0.7480590085866183,-73.9175927371309,0.9499999999999916,0.44330397536669713,3334.4646931565494,41.96892189979553
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.8,10000.0,0.2575,3600000,4.2179579366992045e-6,0.000172356789449141,327.4622346774467,0.46540143349874347,0.4340648408136204,0.4980560061465568,-68.3536789004417,1.0032490907238816,1.299374003902,1127.429499201167,39.40078806877136
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.8,10000.0,0.2575,3600000,5.735518640888583e-6,0.00045890264856345226,231.98743708728674,0.4424418999954169,0.48655033636718664,0.840036343191928,-80.13986271618495,1.0390612390451448,0.6130815350336637,5039.8023629640775,39.40083694458008
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.8,10000.0,0.505,3600000,-1.4218985668397794e-5,0.0003750520463604042,228.3048366312557,0.47732964395765304,0.6435726594841215,0.836702689024165,-72.43001874608147,0.9500000007311087,0.9609876404758504,6810.010490880925,40.805745124816895
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.8,10000.0,0.505,3600000,-1.3742101148464402e-5,0.001610663386494629,259.38958800509505,0.44695959375800176,0.45172077635133895,0.7708365180077948,-77.33229120579719,1.052344977399133,0.4200501344336349,17352.22724440515,40.805795192718506
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.8,10000.0,0.7525,3600000,8.100365352742392e-6,0.00013888812353858378,366.8630720657868,0.46335463103471414,0.9284209999521615,0.6196785777029941,-73.96528879197926,0.9500000000086017,1.1978032663785563,3398.5017002459235,39.558979988098145
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.8,10000.0,0.7525,3600000,5.90602972868232e-6,0.0005856692246274525,235.74441160650622,0.4469012424761835,0.584529549335548,0.6731105972994759,-82.08467644231672,1.0687927887123896,0.4886527390398455,4690.933663336929,39.559030055999756
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.8,10000.0,1.0,3600000,3.3980876839430874e-6,8.800337263545415e-5,438.6905850295355,0.4672102314710669,0.5745475201653855,0.0460124541677187,-60.83208503194167,1.1034567449488841,1.5697309721005859,802.3510348667435,40.33331084251404
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,4.8,10000.0,1.0,3600000,4.774355172268984e-6,0.0001689424949097862,373.7817894152205,0.45009262957693497,0.5316212044379267,0.15398435240916417,-65.21226038871748,1.0681906440951467,0.6303927772431063,9002.069206240485,40.33336091041565
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,0.01,3600000,-9.755508981519715e-7,6.07732404175576e-5,1319.2347005134222,0.4966881264308351,0.512646941623509,0.2535358503559051,-85.4884948924457,0.9500000000122248,1.7087419359625398,362.87124016172186,44.960529088974
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,0.01,3600000,-1.0839138383546778e-6,0.00019233160982088122,760.2702921446695,0.475468777037595,0.48019556691710724,0.13574502162701527,-88.99171857564347,1.015198994331073,0.7960108414122596,7808.8697338365455,44.96057605743408
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,0.2575,3600000,-5.49644417552228e-6,0.00017193721292622477,446.895174408735,0.48796033704795333,0.6494315189484563,0.8360630321648922,-72.58081496215166,1.032878588928026,1.3118660099897435,1457.9593089600967,42.20789408683777
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,0.2575,3600000,-7.259294887688144e-6,0.0006701980817355971,321.0550637849113,0.45970748732918015,0.461157798402661,0.677081498878874,-83.64400376441458,0.9499999999126691,0.5752304354525732,5166.791112132655,42.207945108413696
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,0.505,3600000,3.6827234842461507e-6,9.189704909349669e-5,750.5176136204614,0.47779846461617215,0.6006488254217522,0.2915181391204865,-71.37548186958013,0.9499999996354377,1.5281745669045677,944.5029070179633,40.65194606781006
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,0.505,3600000,4.1396367569912285e-6,0.00031852480515456573,612.9256721631124,0.4612984928393302,0.5080857705695075,0.1987771346405959,-69.16155039793742,1.0001775370124597,0.6161923703748954,6685.417555220151,40.6519980430603
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,0.7525,3600000,-1.7614785816440465e-6,0.00010387678522377646,333.2652966016789,0.492270596576496,0.654396750071969,0.6634560142069716,-73.42127224264613,0.9500000000000001,1.1598046864844147,626.6837935440179,41.34850192070007
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,0.7525,3600000,-3.8116464619391448e-6,0.00048168926330024856,484.9471361371238,0.4627822024147403,0.4312601760598573,0.538662351012245,-71.29494197011185,0.9555029141021238,0.6047119191384657,5253.706120681826,41.34855604171753
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,1.0,3600000,6.895610378802345e-6,0.00016726098550284244,312.23460492315814,0.47729268092916144,0.6737841197524215,0.615108804461321,-63.73910529588377,0.9500000000006541,0.7532831728663165,2019.279776217708,41.50396203994751
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,1.0,3600000,7.3595340016907964e-6,0.0005651865547902892,325.5038137425091,0.45732142610571846,0.5090186178188373,0.5567030973221395,-75.47010938723052,0.9499999997155226,0.44465660806364554,5134.560616660411,41.504011154174805
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.7,10000.0,0.01,3600000,2.289305812303837e-6,0.00016077128956759688,160.75154596632726,0.4803804603618921,0.7637597370694401,0.7816229213761441,-73.55089676908894,1.0084808717301277,0.7438845011487439,1049.7866695544785,40.281917095184326
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.7,10000.0,0.01,3600000,2.6747277133407957e-6,0.0005390249274102766,162.33473354279946,0.4607056448286875,0.5096703356402171,0.5287124392347861,-77.66427761166509,0.9499999999997032,0.3701075064269205,4511.761702449212,40.281968116760254
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.7,10000.0,0.2575,3600000,-2.441159585209768e-5,0.000415578567371877,203.31547300963226,0.485932899446627,0.8972446750978627,0.5494059464159541,-66.4562575719544,1.0517023868081976,0.7439106478283302,17420.424716381134,39.077178955078125
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.7,10000.0,0.2575,3600000,-2.5173019543656533e-5,0.001801753542621237,220.307220956256,0.4559637261927718,0.559252033274929,0.6834716577106273,-71.88346801221986,0.9500000033438943,0.3822364752483994,34246.60731433877,39.077229022979736
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.7,10000.0,0.505,3600000,-6.285207742173508e-5,0.0019897712460120814,215.6978925381918,0.4868404089858602,0.508248608270021,0.7812445068948323,-68.82825404803692,0.9353460138470584,-0.09335010725842409,147707.03774551256,44.04552102088928
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.7,10000.0,0.505,3600000,-6.475751694702191e-5,0.011192227490160966,278.89867553872546,0.459228546725912,0.44938288754776823,0.6912239692322061,-74.12349019942963,0.9814675530793014,0.06636705214093278,1.5091656593310004e6,44.04556894302368
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.7,10000.0,0.7525,3600000,-1.3987308730313323e-5,0.0002562841359739208,149.83453414997336,0.4840408180658289,0.6550851184677766,0.7643792409273459,-68.34512029471051,1.0741109878889374,0.7763973070565597,6016.4506625025015,39.21721291542053
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.7,10000.0,0.7525,3600000,-1.4948364437433505e-5,0.001076379775402997,135.65809480583476,0.45316560881490453,0.4590416165914361,0.822875514236501,-73.88930560100137,0.9500000048634468,0.35609116671490976,11109.040814916836,39.217262983322144
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.7,10000.0,1.0,3600000,-6.14815925342443e-5,0.000886464005357357,183.8883725086659,0.48680286684672386,0.8755750626369869,0.6295551249371317,-65.43629117799827,1.0320609822761924,0.8539934336037076,105354.57466425741,42.06259298324585
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.7,10000.0,1.0,3600000,-6.267818551501764e-5,0.003193266174623315,382.1242527744002,0.4515384994273827,0.6463353629621165,0.9842916279102435,-74.3380416368696,1.2271574313073461,0.4077107779598193,181080.4042824768,42.062638998031616
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.4,10000.0,0.01,3600000,1.4405647875868478e-6,5.538790561017419e-5,375.5448038318838,0.4839439895485197,0.7262796297977423,0.6940906797564086,-75.55288663528584,1.0468170765572364,1.568239210633527,804.3896564119725,42.36791706085205
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.4,10000.0,0.01,3600000,2.0263608469474523e-6,0.0002347085499766434,337.76893138993444,0.46879961544184956,0.4628859780140457,0.6527323076307824,-77.886573309643,0.9510105732251991,0.4681920216390741,7563.013152609987,42.36796593666077
MidPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.4,10000.0,0.2575,3600000,-2.73403661316332e-6,6.145681287961891e-5,424.7937795448859,0.49284315338105084,0.7053307942592482,0.4086124565977411,-71.56670017150891,0.9664427795961525,2.405056145948924,864.2058093516416,40.44753909111023
MicroPrice,1,1,12,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.4,10000.0,0.2575,3600000,-3.644750392103802e-6,0.0002104875346632739,498.69399096646583,0.466613099742919,0.5260639747975822,0.3536487603602031,-81.68308418586089,1.0448385931965973,0.7868096979618472,8093.022102068164,40.447587966918945
