Nt,Nv,Nh,Lambdal,Lambdah,LambdalMin,LambdalMax,LambdahMin,LambdahMax,Delta,Kappa,Nu,M0,Sigma,T,Mean,StandardDeviation,Kurtosis,Hurst,GPH,ADF,GARCH,Hill
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.25,10000.0,0.775,3600000,0.00011411022107959871,0.002888360496209979,301.93915362006373,0.723332186867426,0.35206719528832425,-66.83600454103261,1.2643772430041196,-0.008467339089301239
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.25,10000.0,1.0,3600000,0.00011411022107959871,0.002888360496209979,301.93915362006373,0.723332186867426,0.35206719528832425,-66.83600454103261,1.2643772430041196,-0.008467339089301239
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.5,10000.0,0.1,3600000,2.924396638618452e-5,0.0032530642072193445,537.40426800016,0.5142119216491625,0.39322028382507024,-63.57411651250734,1.280755853576383,0.060065880574135186
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.5,10000.0,0.325,3600000,0.00011734085089146238,0.004549563883257564,713.7328989476571,0.6312730718855218,0.8988263704536723,-65.49646730337983,0.9232031612423792,0.0815106579269091
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.5,10000.0,0.55,3600000,0.00011720444137217715,0.004549571569451704,713.7306678575138,0.6312728208396576,0.9007049015863826,-65.49645952716067,1.0516858164504652,0.08622682915733543
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.5,10000.0,0.775,3600000,0.00011720444137217715,0.004549571569451704,713.7306678575138,0.6312728208396576,0.9007049015863826,-65.49645952716067,1.0516858164504652,0.08622682915733543
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.5,10000.0,1.0,3600000,0.00011720444137217715,0.004549571569451704,713.7306678575138,0.6312728208396576,0.9007049015863826,-65.49645952716067,1.0516858164504652,0.08622682915733543
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.75,10000.0,0.1,3600000,-0.00015860313165440014,0.00679229936008236,272.2445517947135,0.621438178209622,0.41148855057974715,-59.37048801680325,0.9728077189936667,-0.05267177383173273
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.75,10000.0,0.325,3600000,7.402401563637327e-5,0.005565309538525243,172.2442957924489,0.4922093014411282,0.4742420027756734,-61.29354634122346,1.0092115563807924,-0.09188251070445985
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.75,10000.0,0.55,3600000,0.00013200606044895834,0.004676969143760105,262.17714141742755,0.6274887545341205,0.4672212148767274,-64.08288085005691,0.9734192923835063,-0.05773120921621665
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.75,10000.0,0.775,3600000,0.00020410692634934984,0.005948866819472413,144.84913128366853,0.5623685605060931,0.46734972043601886,-64.21599112548046,1.0399712688156912,-0.13748406075047515
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,2.75,10000.0,1.0,3600000,0.0002505996082934051,0.005938829789579659,140.17181284540516,0.5895702043811586,0.456468202612984,-62.452993232210524,1.1537552238871136,-0.16787253477081843
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,3.0,10000.0,0.1,3600000,-3.8211446260620624e-5,0.005050950722889497,165.72810263881942,0.5482433376969403,0.34728862310739156,-61.67042287563896,0.9251077561467634,0.018889925722278315
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,3.0,10000.0,0.325,3600000,-1.032623723814927e-6,0.005498201673557211,223.747661073299,0.5429629786538768,0.3332987521134322,-57.41210748745144,0.950000000148373,-0.0515703480487339
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,3.0,10000.0,0.55,3600000,0.0001409222756200085,0.0033877978758306533,621.1381094080373,0.7398000087163016,0.5131373664022166,-65.44877377262638,0.9917135308707524,0.016459688749937966
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,3.0,10000.0,0.775,3600000,0.0001409222756200085,0.0033877978758306533,621.1381094080373,0.7398000087163016,0.5131373664022166,-65.44877377262638,0.9917135308707524,0.016459688749937966
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,1.5,3.0,10000.0,1.0,3600000,0.0001409222756200085,0.0033877978758306533,621.1381094080373,0.7398000087163016,0.5131373664022166,-65.44877377262638,0.9917135308707524,0.016459688749937966
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.0,10000.0,0.1,3600000,0.00013414844530757624,0.004364507035562384,478.15584488330467,0.7607537483300355,0.8563687920184967,-64.70045891355619,1.0472860062446592,0.1291034189724003
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.0,10000.0,0.325,3600000,0.00013414844530757624,0.004364507035562384,478.15584488330467,0.7607537483300355,0.8563687920184967,-64.70045891355619,1.0472860062446592,0.1291034189724003
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.0,10000.0,0.55,3600000,0.00012228383467750343,0.00427840601468372,484.7548437688901,0.7606512321268254,0.735734648683067,-66.51185339173223,0.9722924591843569,0.09818824082611856
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.0,10000.0,0.775,3600000,0.00012228383467750343,0.00427840601468372,484.7548437688901,0.7606512321268254,0.735734648683067,-66.51185339173223,0.9722924591843569,0.09818824082611856
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.0,10000.0,1.0,3600000,0.00012228383467750343,0.00427840601468372,484.7548437688901,0.7606512321268254,0.735734648683067,-66.51185339173223,0.9722924591843569,0.09818824082611856
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.25,10000.0,0.1,3600000,2.8714166450107624e-5,0.0016557283031275118,569.1833059718243,0.6575034678170187,0.8029798042183109,-64.29392101692682,1.0310884258775173,0.15096501033341533
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.25,10000.0,0.325,3600000,9.816576301576574e-5,0.0064922282666966995,90.44821256516389,0.5119105670031648,0.3933710619941778,-63.22681198674367,1.0060764762128973,0.13590978187923702
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.25,10000.0,0.55,3600000,0.00010748784812196871,0.00503166329556936,137.50205773367966,0.5981563947278978,0.4842066552702809,-61.821173408929546,0.9082250618198244,-0.1360874920005302
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.25,10000.0,0.775,3600000,0.00022193068419877192,0.008101357981714402,300.25156737079857,0.5301664464304275,0.432670787611426,-69.73539478645725,0.9815002775924686,0.24198187161953558
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.25,10000.0,1.0,3600000,0.0002656429198761922,0.004557330580669146,99.60168697209086,0.6011972551666591,0.34576780080926534,-62.31585396224407,1.1735790797783503,-0.19769945806071396
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.5,10000.0,0.1,3600000,1.2041205309650356e-5,0.006265453582069993,57.7569153468019,0.44058606781255366,0.23936764803585903,-60.36822904016536,1.0620263727778378,0.4691452367065415
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.5,10000.0,0.325,3600000,9.54945579315604e-5,0.00732249172561349,160.57311639964857,0.5331763038687117,0.4276919602876443,-64.38949874599784,0.9389057306314796,0.09665988336133235
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.5,10000.0,0.55,3600000,0.0001495891041253365,0.004539335811521081,147.71988570989308,0.6078867276868423,0.3576795733341753,-66.12363745527989,0.916051534031122,-0.1024145929488665
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.5,10000.0,0.775,3600000,0.00016377024019484718,0.005865295881793082,91.29603186882571,0.5457400703119992,0.4314211428515071,-61.99504535341009,0.9412207159710191,0.4853516400785508
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.5,10000.0,1.0,3600000,0.000262958464889904,0.00538224771184714,115.29283603556607,0.6032737290732426,0.45427030504557336,-63.146489655922615,0.9266396482421306,-0.15419303249136174
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.75,10000.0,0.1,3600000,5.3014377675939694e-5,0.002862722051673447,135.70178754664113,0.5750646241870646,0.6271327457583618,-64.63722809782105,0.9268459475519274,-0.0656418111813437
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.75,10000.0,0.325,3600000,0.00010439555959002513,0.0028303662115586777,280.022322712458,0.6859012935169457,0.5986088431189501,-65.80340955241319,1.0364479968427636,0.02924831329834004
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.75,10000.0,0.55,3600000,0.0001295394194538075,0.004531760488101272,347.96047133856587,0.700015766085524,0.6465840474880621,-65.62621072851131,0.9711841075853228,-0.053532136807953164
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.75,10000.0,0.775,3600000,0.00018836925306876413,0.005261885678585819,214.40556744324317,0.6380992910457258,0.5569229281473812,-66.12562769536943,1.0199574644819118,0.33922063492729465
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,2.75,10000.0,1.0,3600000,0.0002514854012512371,0.004946252377930547,260.91369571060903,0.6397641351217926,0.549516042970768,-64.01360238361156,0.9306233529717436,-0.07803860206568845
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,3.0,10000.0,0.1,3600000,3.7895751219154105e-5,0.005142229672362956,326.9713732500686,0.5021229566978546,0.4140234215191653,-65.41969404554915,0.944154355479571,0.37575139379412825
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,3.0,10000.0,0.325,3600000,8.062988352732254e-5,0.003951256571738074,283.6471481405934,0.6189526483756268,0.5635637357197705,-63.510609712604236,0.9500000532493154,-0.0801289231403317
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,3.0,10000.0,0.55,3600000,0.00012375753641397653,0.0051100983233602106,148.51086630333114,0.5175760887712691,0.4539767696445054,-64.20948477215299,0.9263174604130083,-0.14054172922058628
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,3.0,10000.0,0.775,3600000,0.00014500936325533812,0.003459820161228717,326.5500706254781,0.6478004932102774,0.5833858409313196,-66.17240963473833,1.0538127644371065,-0.06334433086408459
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.0,3.0,10000.0,1.0,3600000,0.00014500936325533812,0.003459820161228717,326.5500706254781,0.6478004932102774,0.5833858409313196,-66.17240963473833,1.0538127644371065,-0.06334433086408459
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,0.1,3600000,5.835116778387186e-6,8.773904423206625e-5,255.26278891916002,0.6398918565986899,0.4444140526888184,-66.26610780487601,0.9500000000194585,1.221430305371813
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,0.325,3600000,5.835116778387186e-6,8.773904423206625e-5,255.26278891916002,0.6398918565986899,0.4444140526888184,-66.26610780487601,0.9500000000194585,1.221430305371813
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,0.55,3600000,5.835116778387186e-6,8.773904423206625e-5,255.26278891916002,0.6398918565986899,0.4444140526888184,-66.26610780487601,0.9500000000194585,1.221430305371813
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,0.775,3600000,5.835116778387186e-6,8.773904423206625e-5,255.26278891916002,0.6398918565986899,0.4444140526888184,-66.26610780487601,0.9500000000194585,1.221430305371813
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.0,10000.0,1.0,3600000,5.835116778387186e-6,8.773904423206625e-5,255.26278891916002,0.6398918565986899,0.4444140526888184,-66.26610780487601,0.9500000000194585,1.221430305371813
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.25,10000.0,0.1,3600000,2.505074995799408e-5,0.0022931817098434037,118.34921545359755,0.5345222162016516,0.34879639474633395,-61.87942917782352,0.9837489548292778,0.342186122906969
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.25,10000.0,0.325,3600000,7.628017698156357e-5,0.005018538447832485,123.19582093719796,0.5601468238967366,0.38397613948752013,-61.37680705014171,0.9412344628560914,0.3618107124682464
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.25,10000.0,0.55,3600000,0.00015034484651193678,0.004528311378215774,102.61718481396521,0.5886347897751101,0.36147456984210424,-64.83342913282175,1.0359065290872038,0.5087689737015891
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.25,10000.0,0.775,3600000,0.00018284744263486112,0.0050055155326905925,179.72517518378368,0.5911643064576799,0.3308125580120557,-62.77461568543259,0.9870020586439895,0.12754649346587668
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.25,10000.0,1.0,3600000,0.00021992300197528153,0.005396099933509764,129.44709328703215,0.6126770955231833,0.3206611100426647,-62.119333753851514,0.996438958545724,0.30601557645644284
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.5,10000.0,0.1,3600000,0.00011006853662195449,0.0035241944940909466,93.33858356915115,0.716736989633448,0.48737408064960835,-60.519636767609825,1.0181628344622775,-0.1633014363553838
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.5,10000.0,0.325,3600000,9.581921451777752e-5,0.004144016778474999,158.1957890936018,0.5487610010763855,0.461940614354663,-61.52716358234596,0.9288413575129087,-0.03004571527748089
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.5,10000.0,0.55,3600000,0.00013282898424533227,0.004408111018667563,96.89275805698323,0.5581649604676755,0.39105346890500026,-60.37154041245812,1.0068425761228719,0.4392700315794305
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.5,10000.0,0.775,3600000,0.0002189192089728997,0.004919601557715751,90.00562920322054,0.6116233532418355,0.5030590926791854,-63.599444585782635,0.9723132454261644,0.3565552167612402
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.5,10000.0,1.0,3600000,0.00026178678167131667,0.0037040088070947785,143.84389699719557,0.7374810075020298,0.4265414351886743,-62.09245010531971,1.2726086964610344,-0.15399399975630298
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.75,10000.0,0.1,3600000,5.2405330628897847e-5,0.004874250660491572,50.529399231309704,0.5803183608269856,0.32350749394843115,-60.39409778178228,1.03541309464036,1.0720922045501686
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.75,10000.0,0.325,3600000,7.719195118938637e-5,0.0031941280046673035,105.62174542535536,0.6568422356658198,0.7792062252453366,-65.90451215501827,0.9869743329732088,0.03609166673964722
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.75,10000.0,0.55,3600000,0.0001516815432936505,0.004191205992319123,118.77726378483044,0.6012619893009254,0.5917245150166295,-62.94732085021399,0.9500002774276428,-0.1441532199753306
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.75,10000.0,0.775,3600000,0.00019009098853752727,0.003756877399585707,83.68205407593736,0.6740500194270782,0.5039105644417265,-61.30746554027733,1.0358304975595338,0.6707233366667232
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,2.75,10000.0,1.0,3600000,0.00024240472112798149,0.005505964241357147,69.11389121313184,0.6041435263074098,0.43806845079793133,-58.8078647822749,1.001509740374425,0.31006908767962155
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.0,10000.0,0.1,3600000,2.4086085130586777e-5,0.002570533582138789,199.63295918200285,0.6485291085446995,0.5620226411769326,-62.73997716373386,0.9387648639509405,-0.008308933306644409
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.0,10000.0,0.325,3600000,9.5458373992877e-5,0.004127684302308331,89.56640275692877,0.748183531846834,0.6683020756679344,-63.42266976947608,0.9591936560213884,0.16207859688376047
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.0,10000.0,0.55,3600000,0.00010845385950557068,0.004433445966247151,91.20790388801603,0.6724271342683756,0.4353589086816887,-63.22459501679521,0.9404146188156972,-0.14629915618293954
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.0,10000.0,0.775,3600000,0.00021292387143618483,0.004780256312944649,78.6247331668716,0.6489925630617877,0.47912711446270795,-61.15443965338263,0.9930422073219984,0.20116994163870852
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,2.5,3.0,10000.0,1.0,3600000,0.00025115755836024894,0.0038391571075194,85.30952754964713,0.735665941547172,0.5588469922459529,-61.748641359366914,0.9823960097674558,-0.19041635548719554
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,0.1,3600000,5.052234152408209e-6,7.628038875056197e-5,231.91412747281726,0.665522389876573,0.4642464026742268,-66.04440427859468,0.9500000000873091,1.245911174193787
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,0.325,3600000,5.052234152408209e-6,7.628038875056197e-5,231.91412747281726,0.665522389876573,0.4642464026742268,-66.04440427859468,0.9500000000873091,1.245911174193787
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,0.55,3600000,5.052234152408209e-6,7.628038875056197e-5,231.91412747281726,0.665522389876573,0.4642464026742268,-66.04440427859468,0.9500000000873091,1.245911174193787
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,0.775,3600000,5.052234152408209e-6,7.628038875056197e-5,231.91412747281726,0.665522389876573,0.4642464026742268,-66.04440427859468,0.9500000000873091,1.245911174193787
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.0,10000.0,1.0,3600000,5.052234152408209e-6,7.628038875056197e-5,231.91412747281726,0.665522389876573,0.4642464026742268,-66.04440427859468,0.9500000000873091,1.245911174193787
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.25,10000.0,0.1,3600000,2.3891928672148424e-5,0.0016483270729045962,187.4605927982486,0.6430163451652631,0.6247504620938943,-59.89985258483013,0.9827897293455157,0.12606791243473175
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.25,10000.0,0.325,3600000,8.562753198765187e-5,0.0020882518186737683,140.48317777482944,0.6081920276928596,0.4778872461728826,-61.82584405317335,0.950000092740047,-0.055692004230109136
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.25,10000.0,0.55,3600000,0.00013136840077198928,0.0036147126560417283,145.76409951691122,0.5847262097157402,0.5468140500209064,-62.32032532175415,1.0033317558425472,0.5892063096805942
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.25,10000.0,0.775,3600000,9.70621527953852e-5,0.003019591271015616,247.93891085320251,0.658831889219773,0.6571937725735323,-61.8429169327033,0.9104110876758995,-0.01561219999418221
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.25,10000.0,1.0,3600000,9.70621527953852e-5,0.003019591271015616,247.93891085320251,0.658831889219773,0.6571937725735323,-61.8429169327033,0.9104110876758995,-0.01561219999418221
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.5,10000.0,0.1,3600000,1.9302012833669595e-5,0.0016290189866299232,187.56710976433862,0.5828441798689807,0.3079601995144601,-60.69065600581051,0.9662747421689502,-0.06080429000496594
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.5,10000.0,0.325,3600000,7.755474091697112e-5,0.0028301027243221645,144.7606337048234,0.669177838756313,0.7311536609288669,-63.670243223954614,1.0180143755336872,0.2253971893531966
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.5,10000.0,0.55,3600000,0.00014653655331075903,0.0031397592184370595,121.39981947294139,0.6969525198416074,0.5293605058473225,-63.19092181728583,0.9096032499739701,-0.09053504436592742
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.5,10000.0,0.775,3600000,0.00021261257806665714,0.004950269684597711,56.00802458566094,0.5895703034258166,0.45665637690783123,-62.64252011151697,0.9754232333937901,0.2479106830087413
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.5,10000.0,1.0,3600000,0.00021200569885678917,0.00405185164118331,78.99224124576506,0.642770185289276,0.5307146543762691,-64.02106424358159,0.9921254270261955,-0.12787568634495067
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.75,10000.0,0.1,3600000,2.397723581636314e-5,0.0016730729109041204,67.71540798325651,0.6441215240675311,0.5240950314284093,-62.23720325005784,0.9737149267233773,0.14681542449277177
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.75,10000.0,0.325,3600000,7.787199946662125e-5,0.0020161456167644173,83.7107710284653,0.5961214965785765,0.4111514346239346,-59.81334804903038,0.9819250219520747,0.3249070844173336
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.75,10000.0,0.55,3600000,0.00016630412600509705,0.002507833119116054,126.0155665683057,0.8094641004238571,0.3480919236489786,-58.515649548028236,1.0128767014923974,-0.12323758539619037
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.75,10000.0,0.775,3600000,0.00018746608347238787,0.0036322691222905267,73.69752972516713,0.6858852991828902,0.21459981000569778,-59.82849586918922,1.00030624942761,0.5628295263420762
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,2.75,10000.0,1.0,3600000,0.00023186926293284254,0.0030228246966211986,125.10831184833296,0.7531218642345022,0.24393353372835933,-62.054148188137525,0.9995692089099667,0.23802095156398392
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.0,10000.0,0.1,3600000,2.8685058686089185e-5,0.0011166854733395473,262.6357172481449,0.7182675474098619,0.7439144837341819,-67.71199368830942,0.9849716958683633,0.08196564836187456
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.0,10000.0,0.325,3600000,7.213737597750299e-5,0.0022997765042836182,127.51719688504454,0.585113997954448,0.5445583840939145,-63.84121627212062,0.9813173083996399,0.22916892056502386
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.0,10000.0,0.55,3600000,0.00012899757668860027,0.013682029882191282,272.4231737510438,0.5604229542053116,0.6335598494749071,-63.40384344356607,1.017733569829208,0.6888505168534442
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.0,10000.0,0.775,3600000,0.00013577961925195133,0.002456226920600394,134.6761528915963,0.7609609856245658,0.5194890786034939,-64.36391352564337,0.9558786813302476,-0.1166036722890336
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.01,3.0,3.0,10000.0,1.0,3600000,0.00013577961925195133,0.002456226920600394,134.6761528915963,0.7609609856245658,0.5194890786034939,-64.36391352564337,0.9558786813302476,-0.1166036722890336
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.0,10000.0,0.1,3600000,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.0,10000.0,0.325,3600000,3.1462977390759254e-5,0.006173749220625239,651.6053016296047,0.5553321056341354,0.3696601051440374,-65.1373118205342,0.9826319604334617,0.06512072290042999
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.0,10000.0,0.55,3600000,3.1462977390759254e-5,0.006173749220625239,651.6053016296047,0.5553321056341354,0.3696601051440374,-65.1373118205342,0.9826319604334617,0.06512072290042999
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.0,10000.0,0.775,3600000,3.1462977390759254e-5,0.006173749220625239,651.6053016296047,0.5553321056341354,0.3696601051440374,-65.1373118205342,0.9826319604334617,0.06512072290042999
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.0,10000.0,1.0,3600000,3.1462977390759254e-5,0.006173749220625239,651.6053016296047,0.5553321056341354,0.3696601051440374,-65.1373118205342,0.9826319604334617,0.06512072290042999
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.25,10000.0,0.1,3600000,1.689646310102369e-5,0.004296017609850843,692.9444864548998,0.5265145789349623,0.9930152788397335,-62.746257672018416,0.9192824927786116,-0.016940166457028533
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.25,10000.0,0.325,3600000,4.032333985317312e-5,0.001876289633301339,1957.4920545684247,0.5464834627836777,0.35308830954299514,-55.53925875489228,1.0765539166951341,0.14951291259130314
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.25,10000.0,0.55,3600000,4.032333985317312e-5,0.001876289633301339,1957.4920545684247,0.5464834627836777,0.35308830954299514,-55.53925875489228,1.0765539166951341,0.14951291259130314
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.25,10000.0,0.775,3600000,4.032333985317312e-5,0.001876289633301339,1957.4920545684247,0.5464834627836777,0.35308830954299514,-55.53925875489228,1.0765539166951341,0.14951291259130314
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.25,10000.0,1.0,3600000,4.032333985317312e-5,0.001876289633301339,1957.4920545684247,0.5464834627836777,0.35308830954299514,-55.53925875489228,1.0765539166951341,0.14951291259130314
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.5,10000.0,0.1,3600000,7.459927923588198e-5,0.0046078156295390445,264.4254367921488,0.5673304455926492,0.3047604102550054,-65.39807408580516,1.0009445631871885,-0.09048859584268801
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.5,10000.0,0.325,3600000,0.0001606500006884974,0.006055345184624193,681.0982887299181,0.6454752285849202,0.4794030176009186,-65.41981238092046,0.9405115013079106,-0.029462354208597163
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.5,10000.0,0.55,3600000,0.00016438119466180256,0.006226454166507204,744.9570478583249,0.6479057545128138,0.5023298171147245,-65.38689976121336,0.9464562151308463,-0.026977710203673098
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.5,10000.0,0.775,3600000,0.00016438119466180256,0.006226454166507204,744.9570478583249,0.6479057545128138,0.5023298171147245,-65.38689976121336,0.9464562151308463,-0.026977710203673098
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.5,10000.0,1.0,3600000,0.00016438119466180256,0.006226454166507204,744.9570478583249,0.6479057545128138,0.5023298171147245,-65.38689976121336,0.9464562151308463,-0.026977710203673098
1,1,10,20.0,15.0,5.0,40.0,5.0,40.0,0.0325,1.0,2.75,10000.0,0.1,3600000,-3.831348922994069e-5,0.003986390378958681,748.9253829127872,0.5128766264634551,0.29566940945746994,-58.00775806830017,1.0082870025573296,0.13514319687192083
